label,protocol_type,service,flag,duration,src_bytes,dst_bytes,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,num_failed_logins,logged_in
DoS,tcp,private,SF,0.08605349802433257,21,6,199,211,0.8144061374433984,0.18014086538158552,0.9417740452993937,0.005817708986041334,256,246,0,0
DoS,tcp,http,S0,0.15285630687812896,5,1,165,207,0.8608623163420398,0.09940396450649373,0.9760958027600528,0.013219317193759676,276,244,0,0
DoS,tcp,ftp,SF,0.471518701870993,104,3,190,218,0.8574639082587163,0.24102169768878565,0.9546022959649495,0.015860120248353142,237,276,0,0
normal,icmp,http,REJ,3.170315631152971,675,228,6,7,0.0044082603967666965,0.031051892414146118,0.8175553800324662,0.008676806207256485,27,17,0,1
normal,tcp,private,SF,4.129167517834008,760,154,5,10,0.017049688146846122,0.0,1.0,0.05803534463240785,14,20,0,1
Probe,udp,dns,SF,0.2124271429549369,8,3,52,5,0.20282458244789198,0.4325334719241962,0.04967594580331726,0.7992024530026296,215,17,0,0
R2L,tcp,private,SH,4.6126724328853745,7,27,4,5,0.0,0.11078267756997844,0.6757109734562767,0.15802071399750278,9,8,2,0
normal,tcp,http,S0,9.347219854647658,187,215,6,15,0.016795420152831284,0.0350517248563721,0.9300404584214755,0.1501543039650975,22,17,0,1
normal,udp,ssh,SF,0.5804987986640184,152,201,8,8,0.0,0.03707526540632851,0.7866329741514535,0.0724288265121254,25,22,0,1
DoS,tcp,smtp,SF,0.009589624057122706,16,2,191,208,0.7609618754959456,0.34756830038295916,0.9860278477625325,0.0,277,253,0,0
DoS,udp,private,SF,0.0689987700971104,15,2,212,197,0.9213021231455534,0.0,0.9493888107026918,0.0,266,270,0,0
DoS,tcp,private,SF,0.20597907851083114,11,1,204,205,1.0,0.07297346452322741,0.9850413066681278,0.0,255,278,0,0
normal,tcp,other,REJ,0.39396871495417474,298,1170,13,7,0.014895535526829163,0.037830742680571294,0.8655757854540723,0.02880660218391967,21,24,0,0
Probe,udp,telnet,SF,0.3506056865619303,11,0,56,4,0.18238032630503637,0.16378656806578792,0.1662055979946186,0.5937233730571443,204,6,0,0
normal,tcp,private,REJ,9.378739071314133,443,903,15,7,0.035915910241146584,0.0,0.9959639062820499,0.014086514735173937,26,19,0,0
normal,tcp,http,S0,2.7958020459155226,167,6975,9,10,0.04603050945700554,0.007149329348890281,0.8379050635457623,0.08836486147493366,23,20,0,0
Probe,tcp,ftp,S0,0.5658122965982685,13,1,54,5,0.588954876908999,0.21790752160344717,0.02452722228307705,0.7705211149207926,176,17,0,0
R2L,tcp,ftp,SF,13.725381069011473,27,8,7,5,0.11649021139447975,0.02140237846123466,0.548601212396917,0.13551088779023504,11,15,0,0
DoS,tcp,ssh,SF,0.30632400562365475,7,1,221,202,0.9535572271900541,0.023612980082924978,0.9760303918730873,0.011844567407148072,236,250,0,0
normal,tcp,dns,SF,2.5796770875788027,279,512,2,7,0.0019686372759651766,0.018312050056286118,0.9392257829187567,0.03454068684782538,28,15,0,1
normal,tcp,http,S0,1.0480199513211959,458,1709,10,5,0.04376673503774961,0.0,0.8634696823326893,0.0668386225719241,20,15,0,0
normal,udp,telnet,SF,16.085119647593324,196,270,13,6,0.028898163226798133,0.037370740882550886,0.8855605744658283,0.17579591475856876,18,23,0,1
DoS,udp,private,SF,0.015778540752901322,30,2,193,203,0.7241587326235246,0.09990059000935847,0.965837883686055,0.0,256,247,0,0
normal,udp,smtp,REJ,6.320495760886605,208,399,11,4,0.02059957584300039,0.02121446263590512,0.9120987774148684,0.0,25,16,0,0
normal,udp,private,SF,0.24176341390551026,271,438,1,8,0.021239535046290905,0.016836640320248532,0.9200921419126382,0.08434520281321416,16,18,0,1
normal,tcp,other,SF,14.46202277655752,1993,176,5,12,0.019425977844820395,0.06350705148801607,0.8748536918457661,0.09112680769927774,18,31,0,1
normal,tcp,dns,REJ,1.9277926990345804,1270,1104,6,10,0.00927784011796366,0.009158282109188221,0.7946701464983374,0.018915992543223733,15,20,0,1
normal,udp,dns,REJ,13.33154713324195,74,374,4,8,0.02257424163330305,0.016704491885099534,0.9323896374660754,0.022601092737376205,20,16,0,1
normal,tcp,other,RSTR,1.1074628503965298,2787,456,4,9,0.062297327019284574,0.034325154613251065,0.8802021328264737,0.04211517956080442,23,24,0,0
normal,tcp,ssh,S0,3.785405759544304,472,3076,6,13,0.003855343533632174,0.0043023832238364285,0.8547601324970999,0.0,20,19,0,1
normal,tcp,dns,S0,4.759887346425126,252,1741,10,6,0.0,0.014395103318832748,0.9336714966858344,0.03025769173245524,28,13,0,1
DoS,tcp,ftp,SF,0.7015969032972017,21,3,189,215,0.8273001560594888,0.06434418902470024,1.0,0.04657238876500725,273,249,0,0
Probe,udp,ssh,SF,0.057869225415400266,6,6,38,3,0.4682861650326459,0.7429253635235515,0.052899468331168605,0.44091055411010527,204,10,0,0
normal,tcp,ftp,SF,4.028335185054938,511,309,11,4,0.05291007077166801,0.029457602286420533,0.8927324329142889,0.1329759661875781,16,19,0,1
normal,udp,telnet,SF,0.25040754489792316,388,499,9,9,0.0,0.02416980127619219,0.8909056321540488,0.0,30,13,0,1
normal,tcp,ssh,SF,11.288362978214296,734,480,5,12,0.015508462332928402,0.07514042657047178,1.0,0.10799655660893273,18,20,0,1
normal,tcp,private,RSTR,4.115552684591426,192,1620,4,10,0.0,0.0,0.9053983755743862,0.08926939854610391,22,19,0,1
DoS,udp,ssh,SF,0.22004925082916513,251,1,204,215,0.865254552199643,0.01418093865826861,0.9396964509695591,0.0012747936499014744,247,244,0,0
DoS,tcp,telnet,SF,0.6392080580423078,42,2,179,176,0.6397022989803184,0.0,1.0,0.017384558351641537,256,253,0,0
Probe,tcp,ftp,SF,0.39337943082161775,7,1,50,9,0.5525794306887439,0.1763311636661261,0.2822422150999432,0.6470502782467431,217,9,0,0
R2L,tcp,ssh,S0,2.258957222284076,53,3,3,5,0.1876283920440818,0.28290751472030334,0.5310380568885925,0.0,6,12,2,0
R2L,tcp,private,RSTR,2.093405932588293,103,13,2,0,0.1753105234146995,0.16393725203560403,0.6600063902132607,0.28333144432313434,15,8,1,0
DoS,tcp,ftp,SF,0.10789565120856413,24,0,194,195,0.7948959431133923,0.0,1.0,0.010965651275860881,249,238,0,0
normal,tcp,private,SF,6.69078137218564,120,162,6,6,0.02406544054736231,0.007080279981301334,0.8697206671721609,0.1461871906347716,10,20,0,1
normal,udp,smtp,REJ,8.280452473512302,206,443,12,7,0.032027740415503075,0.009609954326325797,0.9039407677564664,0.10888534514146503,23,17,0,1
Probe,tcp,telnet,S0,0.16938617735256753,11,1,57,4,0.03561986674611567,0.0,0.047630574594662724,0.5866197329282576,198,13,0,0
normal,udp,smtp,RSTR,4.243662442633936,675,203,7,9,0.02278561650761518,0.03156785096134673,0.9450616393312902,0.03403139187879814,15,15,0,1
normal,tcp,private,REJ,4.20459806808705,6763,64,8,8,0.03323083861361438,0.028942637422004477,0.9500715965882053,0.02988549569057984,16,27,0,0
normal,tcp,ftp,SH,3.5970193416677034,162,256,5,7,0.022891766200557905,0.02730844309805474,0.9636742571539308,0.0,15,25,0,1
normal,tcp,ftp,SF,1.103203705181959,388,2086,5,7,0.041256983979887335,0.0,0.9723089288582918,0.14112701640565847,27,20,0,0
DoS,tcp,private,SF,0.027055280822148697,19,2,207,214,0.7940933390841534,0.018692954653224042,0.9637062423230706,0.026669748903434466,264,219,0,0
normal,udp,smtp,REJ,1.4192660444133813,844,79,12,11,0.025074919925292448,0.03630359907666486,0.9763157104659363,0.0,15,13,0,1
Probe,tcp,telnet,SF,0.17858341892925803,3,2,45,5,0.15969726443316598,0.6868504114796045,0.00225504680728697,0.6657657477286015,207,8,0,0
normal,tcp,other,S0,3.300712670900076,896,1749,15,8,0.0,0.002091764783954845,1.0,0.008759147962249969,24,15,0,1
normal,tcp,ftp,SF,6.7703710777113475,4033,109,6,7,0.014800237092298107,0.023719099913189847,0.9013904303182261,0.01087565225627797,17,25,0,1
normal,udp,http,REJ,0.3878156026125928,134,632,5,10,0.019451965795834462,0.01653613851452493,0.7919282258557544,0.02619404459913889,12,19,0,1
DoS,tcp,ftp,SF,0.06066692164710103,5,0,203,183,0.6972971620841601,0.05145912439130593,0.9846443665730739,0.04658993810282315,242,261,0,0
DoS,tcp,ssh,S0,1.6770956709132432,7,3,205,210,0.8768415441881613,0.03256478594051351,1.0,0.0,263,241,0,0
normal,udp,http,RSTR,1.1318845186860909,922,852,8,6,0.03780452406405781,0.012039306730936866,0.7875731302441804,0.0,20,20,0,1
normal,tcp,telnet,SF,9.142131675041062,4063,986,10,6,0.02089074571099009,0.02911544072554253,0.794896935752408,0.04148632420027876,24,17,0,0
normal,tcp,ssh,SF,0.05832733394779257,1058,1249,7,6,0.004689436636340522,0.045122400574490934,0.8872338113016858,0.08263353823966832,25,21,0,1
normal,tcp,telnet,SF,0.029857995479840752,240,503,13,8,0.014247959673332582,0.006827748322993403,0.9357891788691645,0.0,18,21,0,1
normal,tcp,smtp,SF,8.124415269772648,1514,1703,12,8,0.009455633909520644,0.020133887405114577,0.8898716586695353,0.07094456388130617,23,19,0,1
normal,tcp,ssh,SF,0.22368171435131706,1380,1233,6,9,0.0,0.0,0.8063111770522797,0.029529072137084195,14,26,0,1
Probe,tcp,dns,SF,0.12181404337068502,2,3,59,8,0.15068518068483838,0.5236598841708009,0.2605051739626496,0.7431507783025975,187,11,0,0
DoS,udp,ftp,RSTR,1.0181800106539611,49,2,207,202,0.7110136689428717,0.0,0.9633465124362355,0.0273911018573198,266,247,0,0
DoS,udp,dns,SF,0.06599576198297166,20,4,175,174,0.696451415346259,0.09662679957011883,0.9980635736602672,0.010162128659616283,272,261,0,0
normal,tcp,private,S0,12.707918330573973,1350,2281,11,6,0.013912737863383644,0.030709786155809403,0.8920973590167977,0.0,24,21,0,1
normal,tcp,ssh,SF,0.9188703465934439,70,3308,10,16,0.006056839106492056,0.0,1.0,0.11257346974957094,13,18,0,0
Probe,udp,http,SF,0.8868529314880687,15,2,41,2,0.30987136161943035,0.2248908486011835,0.0,0.6898444394863839,214,10,0,0
normal,tcp,other,SF,2.0493513666202063,184,900,11,4,0.003998017951568563,0.0050431429285456505,0.7556565501859844,0.15825787949930661,13,16,0,1
Probe,udp,ssh,SF,0.13346293150708005,14,1,48,5,0.3264860098704596,0.3821181613005375,0.09786428062511376,0.8511637910860534,208,6,0,0
normal,tcp,ftp,SH,0.9709716440116957,262,1210,7,5,0.039332398762797635,0.03396048094689731,0.917558321755795,0.08199557260754445,21,16,0,1
normal,icmp,ftp,SF,14.536278826687921,390,185,6,16,0.007547090238603393,0.0,0.9032078144527369,0.06376401000823625,18,23,0,1
R2L,tcp,smtp,SF,15.932343191597267,73,73,4,3,0.13304556581427543,0.38634058386800463,0.4826204199843813,0.0,9,10,1,0
normal,udp,http,SF,14.100817698311028,229,408,6,8,0.0421305349718059,0.0,1.0,0.010022807330028846,14,20,0,1
R2L,tcp,ssh,S0,0.4596305437926265,27,1052,3,2,0.2562102923758053,0.4264848476883852,0.2850337640570778,0.6408970619646277,6,11,2,1
DoS,tcp,private,RSTR,0.35395330564831357,5,2,198,193,0.7793029963393255,0.12233120209176757,0.9935872123188637,0.022772800666905353,250,230,0,0
DoS,tcp,private,SF,0.27081535113818606,20,2,198,216,0.6593220740437931,0.10277287254981472,1.0,0.011950809485772545,267,264,0,0
normal,tcp,ftp,SF,2.517845911294522,1228,144,13,7,0.03559400206079655,0.03272259910585236,0.8645854373541818,0.0,19,12,0,1
normal,tcp,http,SF,9.432236549239732,2165,440,8,11,0.0055181857640262295,0.001542744295690783,0.9198917872959643,0.028422865223248175,15,23,0,1
normal,tcp,telnet,RSTR,3.2107640028169593,716,54,12,5,0.03501049320080061,0.0,0.8733692877563886,0.10375419880990855,24,21,0,1
R2L,tcp,smtp,RSTR,27.601737703568087,84,19,3,3,0.12456529415764968,0.4112360861496157,0.6501803368041547,0.3812895830019229,12,11,0,1
normal,tcp,dns,S0,5.693170998071584,201,851,12,8,0.029304190102167903,0.051165017961258205,0.7663630427479226,0.0,18,24,0,0
normal,tcp,other,SF,3.0618423333314073,1253,384,6,9,0.0,0.04640552853853218,0.9043306104074029,0.0,24,10,0,1
U2R,tcp,other,S0,8.08878840753898,34,222,4,0,0.11441281610454847,0.09622948692958092,0.6687110779141289,0.4821193838666737,8,7,0,1
DoS,tcp,http,S0,0.14221871205445924,20,3,182,205,0.7983944381659116,0.17657581789020246,0.9642636755363677,0.0,268,272,0,0
Probe,tcp,telnet,SF,0.16393858281471146,8,6,54,7,0.29148201511939115,0.20333500795661674,0.19990202664915302,0.679570732029173,193,11,0,0
normal,tcp,ssh,SH,9.058911442358434,343,2874,11,9,0.0,0.0019803611766877026,1.0,0.11267437422123455,29,14,0,1
R2L,udp,smtp,SF,22.148140860022856,122,5,2,4,0.2503589117431334,0.24819448191449242,0.44366524889933695,0.6069679280728197,13,15,0,0
DoS,tcp,ftp,SF,0.10070901639249971,7,1,221,177,0.9492504994446235,0.04202031034383084,0.9330580789084423,0.0,265,235,0,0
normal,tcp,http,REJ,1.271531320266225,466,315,11,6,0.015718153338483268,0.0,0.8673789901943165,0.0,21,22,0,1
normal,tcp,http,SF,3.157358158977332,179,2586,6,8,0.061519763601713434,0.0,0.918544389383262,0.09372257527654504,17,11,0,1
normal,tcp,telnet,REJ,10.45647771901036,212,930,15,9,0.03362012762333695,0.0,0.8547856006138943,0.18092230156574546,28,26,0,0
normal,tcp,telnet,S0,6.634051565795564,227,636,6,8,0.0,0.02828381448731526,0.865999054067807,0.0,18,30,0,1
normal,tcp,ssh,SF,9.39376250389017,336,240,8,6,0.02592824843723391,0.0469640123183748,0.9888170203087895,0.05181978836975298,17,21,0,1
R2L,tcp,private,RSTR,9.024691723424866,262,95,4,5,0.14550535462385059,0.32639436759248786,0.5348688612223865,0.36180892682710003,6,14,1,0
normal,udp,smtp,SF,2.9173621393106948,395,193,6,12,0.005056475477649494,0.0,0.9787581057331288,0.03458195761985239,31,28,0,1
normal,tcp,smtp,SF,0.4278967462895911,903,294,11,6,0.014352180527662219,0.0,0.8465782320272411,0.0124451615286666,24,16,0,1
normal,udp,telnet,RSTR,3.1709326181972304,485,128,5,9,0.0422544440556194,0.03551570116218475,0.9790065669414669,0.07979218959020153,20,23,0,1
normal,tcp,telnet,REJ,5.118834663479736,378,880,9,5,0.028573229287677207,0.0228763687837624,1.0,0.06140603670385942,20,16,0,1
normal,tcp,ssh,RSTR,2.8918053429720887,339,198,10,8,0.005955309918864105,0.0,0.8638474481828484,0.06908220481389993,15,26,0,1
normal,tcp,other,RSTR,2.0894121332893794,378,195,7,9,0.0,0.05487523426828715,0.7388436027389268,0.0,20,26,0,0
normal,tcp,private,SH,6.665526646331945,798,32,9,2,0.05666713055330054,0.024501718628681547,1.0,0.08537299780432991,21,17,0,0
DoS,tcp,dns,REJ,0.07210762565952479,54,0,206,200,0.7133301810376818,0.20040148349728648,0.976245380761715,0.0,261,267,0,0
DoS,tcp,smtp,SF,0.03908282093265738,8,1,215,192,0.8964556570104625,0.20166580495090172,0.9914960414307394,0.007881899543305735,260,244,0,0
Probe,udp,ssh,SF,0.1702771010055078,7,1,51,4,0.5780212669251148,0.4194015050430136,0.23309516135472574,0.7441928064764343,186,11,0,0
DoS,tcp,ftp,S0,0.5184728508125083,29,0,217,199,0.8982504767823897,0.25583326061068135,0.9701527309898983,0.0,266,247,0,0
normal,udp,ftp,SF,9.292277709860965,515,674,11,6,0.023960791065834406,0.018772497821609592,0.9769795266484486,0.1519402844918976,12,22,0,1
normal,tcp,http,SF,14.838686425962607,1060,1149,8,7,0.049379375669841866,0.027417791224700106,0.9276447383553503,0.014508263723607556,16,16,0,0
DoS,udp,private,RSTR,0.25071603544129073,19,8,225,183,0.9864397201379855,0.0,1.0,0.03936190939475567,240,253,0,0
normal,udp,ssh,SF,6.522315574303475,155,683,9,9,0.014902305275703426,0.01715261550630722,0.8320482416875997,0.020013101273736972,22,29,0,0
normal,udp,other,SF,3.0468519676805226,200,228,8,13,0.0,0.0,0.8704269016921967,0.0,17,21,0,1
normal,tcp,telnet,SF,3.3213348261187665,420,1099,13,9,0.007810943055104972,0.014247833021390016,0.80656175888263,0.0,15,22,0,1
Probe,tcp,http,SF,0.6907890348089523,2,3,50,3,0.2681879137312361,0.8967955568541415,0.03253514810637613,0.4323798080984245,204,13,0,0
DoS,icmp,private,REJ,0.5428190419042778,18,3,201,196,0.94573269351521,0.027362915260762843,0.9825608453378244,0.039516644990932374,262,279,0,0
normal,tcp,dns,REJ,24.023215192162475,3479,2680,3,9,0.026374334512350214,0.07262181674512866,0.932680960116654,0.08729163345916618,21,15,0,1
DoS,tcp,private,SF,0.6275992084554929,130,7,198,205,0.7569826928999713,0.3432364834897699,0.9841420083987735,0.0,266,240,0,0
DoS,udp,http,S0,0.048960915323112225,59,2,181,200,0.6816842779144652,0.14966754405556176,0.9671326001459483,0.0,258,253,0,0
normal,udp,dns,SH,10.59421722327967,6952,873,6,14,0.016977172805025788,0.0,0.9184672906314201,0.04419209062295731,21,12,0,1
normal,tcp,ftp,RSTR,1.7190414556173386,236,3161,9,9,0.030337666505747714,0.0,0.9738765657166172,0.003007522348901809,24,23,0,1
Probe,tcp,other,SF,0.21307658303794402,8,2,56,2,0.2520804078380894,0.26472499201099114,0.05349407380583291,0.7105023581221083,208,11,0,0
normal,tcp,http,S0,3.7158640246232917,428,2291,3,8,0.0,0.010655455894643132,0.8695556828799142,0.08210835970686278,16,16,0,0
normal,tcp,private,SF,15.457671519848857,531,599,6,5,0.00021871244827515943,0.0260989230656586,0.9961869671664905,0.047384806625230334,30,21,0,1
Probe,tcp,other,SF,0.5196412128755735,9,2,55,6,0.27266903398739584,0.4927427177237935,0.207752138607983,0.8819452337044051,207,12,1,0
normal,tcp,other,RSTR,2.775482494924118,1178,638,12,4,0.017110942081076653,0.026164009297789996,0.9337384498448854,0.1284125998944697,23,14,0,1
normal,udp,telnet,RSTR,0.3423690509816909,73,978,7,13,0.0,0.0,0.8288075795060665,0.06602849693147644,11,26,0,1
R2L,udp,http,SH,2.6546320851352956,57,20,1,3,0.0,0.43164655237107147,0.7643444933330972,0.1830323991932472,8,5,1,0
Probe,tcp,http,S0,0.09439025278750807,4,1,51,4,0.0,0.08423516816929305,0.2453270454580403,0.5089651916180304,211,11,0,0
R2L,tcp,http,S0,7.312827856856162,22,107,5,3,0.15934474119546305,0.2332669265268794,0.2749023192005446,0.33013669529311124,11,13,3,1
normal,tcp,telnet,S0,4.254201731035005,538,2509,5,6,0.003832439124312508,0.03612718642631073,0.9173380689922621,0.14738200911320637,22,18,0,0
normal,tcp,ssh,SF,0.7057034458769473,582,5950,6,4,0.02455800654156969,0.01121501244075214,0.9149406353250787,0.05186082326267716,13,17,0,1
normal,tcp,smtp,S0,5.778173247244075,54,1003,8,11,0.0011413795135249323,0.017082222106792718,0.8095506882723404,0.07346634578207087,19,15,0,0
normal,tcp,http,SF,1.9951209342979837,3696,424,6,12,0.03407756239186909,0.0065689376834065834,0.9350337058797886,0.0755106617357792,15,13,0,1
Probe,tcp,telnet,RSTR,0.22833529977034484,16,2,52,8,0.025093839246968397,0.656370969148095,0.1703186202949106,0.5462326877380714,203,13,0,0
normal,udp,smtp,REJ,4.979382666105558,59,2531,6,10,0.002147769383845418,0.03418982425640124,0.7847664463105022,0.032383103660686315,23,12,0,1
normal,tcp,http,REJ,3.0882791718695985,255,213,6,6,0.06701611563598317,0.026077190919211714,0.9823154684644974,0.034406380816615206,24,19,0,1
Probe,udp,ssh,SF,0.05537496399122602,3,1,51,2,0.273920348714804,0.42272842959626244,0.0,0.7452431338886016,193,6,0,0
DoS,udp,smtp,RSTR,0.0679737182209654,21,3,212,206,0.9391952742040691,0.0,0.9877927069407113,0.0037619176839779845,227,266,0,0
DoS,udp,telnet,SF,0.46482899762470686,32,1,190,213,0.8370381112008761,0.0,0.9921421998044876,0.019449362075565857,272,264,0,0
R2L,tcp,http,SF,6.827059732729762,30,6,5,3,0.16171896952119463,0.41965967743114857,0.4912750769296152,0.3135816585180468,13,11,0,0
normal,tcp,ssh,SH,13.725880899746434,509,358,8,10,0.017564386933240465,0.05052003917263462,1.0,0.03266661337470833,13,15,0,1
normal,tcp,dns,SF,3.987856449449631,411,5838,5,12,0.03273344585993511,0.009546212939913224,0.9112941838414517,0.03942451307744419,26,26,0,1
normal,tcp,other,SF,0.8379837283128067,1477,1634,7,9,0.0373817152940077,0.007379818269462076,0.8788695840867622,0.01091065704861894,23,27,0,1
normal,tcp,telnet,SF,4.3092740605308695,267,242,4,7,0.03769898969069119,0.043536504124983506,1.0,0.14649276126174016,19,15,0,1
R2L,tcp,dns,SF,5.628155467619652,69,14,1,2,0.1260747363372476,0.0,0.27899658565783914,0.17017713374789373,11,15,1,0
Probe,tcp,private,SF,0.01996438563815839,9,5,52,4,0.2977594621942603,0.03980250960165399,0.11503998796199434,0.5596474850183858,213,12,0,0
DoS,tcp,ssh,S0,0.02145006572474303,20,8,212,196,0.7899041020956556,0.0,1.0,0.0,282,257,0,0
normal,udp,http,RSTR,2.3941839944773777,858,175,14,11,0.003954687987274587,0.015566393197569403,0.9375061683754538,0.08476258459666355,22,20,0,1
DoS,udp,ftp,SF,1.9072084203441528,19,4,193,174,0.7860854447927643,0.09632158319343272,0.9528852077704479,0.0018129669086316708,287,292,0,0
normal,tcp,telnet,SF,0.8465279714480761,490,636,9,3,0.03953937482295562,0.0,0.8490990744508845,0.12992616166563284,17,22,0,1
DoS,tcp,dns,S0,0.03224232482001989,69,2,181,207,0.8755708082347828,0.11960171349744586,0.9564979578717328,0.011496087641008736,222,233,0,0
normal,tcp,http,SH,11.616521349077853,2730,651,8,6,0.01779172221267576,0.027398188345720106,0.9374224378858683,0.08199596003317458,20,27,0,1
R2L,tcp,private,S0,11.380101001378993,67,8,7,1,0.035240647603257125,0.2173815108721221,0.7577545349476502,0.11738369181262431,11,9,0,1
DoS,udp,ssh,SF,0.2050212185657833,3,4,202,181,0.8775912160948008,0.0,0.98460734616219,0.037905087233073065,238,258,0,0
normal,tcp,other,S0,3.831380861994742,362,969,3,12,0.03941125830029407,0.04062016425215233,0.9989510797066368,0.1946150445181909,13,21,0,1
normal,udp,ftp,S0,1.863587465580741,76,394,8,5,0.013059568492931878,0.04674220111679783,0.8814331892856591,0.02629155556877308,18,22,0,1
Probe,tcp,ssh,SF,0.18732218615917545,5,5,52,3,0.45445940816845537,0.7484395598443223,0.23273735670060225,0.523746560702203,166,16,0,0
Probe,tcp,private,SF,0.0832951377340668,4,1,52,5,0.2823235197855868,0.5246494018166601,0.025517150067160696,0.7616742080690968,208,13,0,0
DoS,tcp,ssh,SF,0.7760327617001196,8,2,202,210,0.7609169958896108,0.071304130073632,0.9957676133433409,0.0,253,256,0,0
DoS,tcp,telnet,S0,0.4437060416748743,28,3,199,191,0.8681843109661064,0.20305569961447423,0.9636113784016519,0.02322730882341844,258,238,0,0
normal,tcp,smtp,SF,4.933299095920257,14,715,7,14,0.027247057254119297,0.03529457374588167,0.9087169507528862,0.07372884987867925,15,25,0,1
R2L,tcp,smtp,SF,0.01177462358050454,121,77,2,4,0.058328339976118415,0.43838779312129444,0.26638890532525683,0.5330777617654273,11,18,3,0
normal,tcp,private,SF,1.8403835365852053,1109,416,8,9,0.03056656667682712,0.028415346877512924,0.8897559417474826,0.07861380343273397,20,18,0,1
DoS,tcp,private,REJ,0.12030308975060035,76,1,190,195,0.8675721905057424,0.06280967315357269,0.9466420124412408,0.011248383692068412,252,242,0,0
DoS,udp,ssh,SF,0.11412446433487518,4,2,202,235,0.8018804441354648,0.19017509599154925,0.9581047622247983,0.02355802028945883,235,244,0,0
normal,udp,http,S0,0.2511227056115596,1823,258,9,5,0.03342815212666111,0.017405142987694307,0.9606172594269101,0.002096438130212243,18,23,0,1
normal,tcp,ssh,SF,8.446944124377202,607,2455,7,14,0.010953372156446916,0.04139542616852833,0.7503648806450938,0.09759693655364439,21,28,0,1
normal,udp,dns,SF,7.2391908591813205,367,256,8,13,0.02228633796561906,0.009180206832943185,0.9123852383590988,0.043091865411452004,25,15,0,1
normal,tcp,ftp,SF,4.243003049210654,102,434,9,9,0.006365799380995185,0.010805467020721528,0.8846603877346076,0.13398424270273068,25,22,0,1
normal,tcp,ftp,S0,1.256006282124455,708,1322,6,5,0.004116776912734793,0.0,0.8689034457657562,0.1148397217721878,22,22,0,1
Probe,tcp,ftp,S0,0.04310948856610654,4,1,51,5,0.25925524514070813,0.443282429386987,0.09454013882074068,0.8780510087076663,203,8,0,0
normal,tcp,ftp,S0,11.01893232961978,163,653,10,15,0.02383508216823671,0.039996724127880384,0.8359562077594794,0.02297049601627235,20,17,0,1
R2L,tcp,ssh,SF,3.2133326166028873,128,42,2,2,0.035611098382363315,0.13786295371074728,0.44085410906699857,0.4074107568238934,13,15,1,0
normal,udp,http,S0,1.784036163474655,914,188,3,2,0.005859694846712858,0.04467625540227112,0.954368571014272,0.08736596824334436,16,16,0,0
DoS,icmp,dns,SH,0.29452583438637925,4,2,169,211,0.8192538509271484,0.0,0.951586939253887,0.017305451377577323,245,269,0,0
Probe,tcp,dns,SF,0.12063447211377464,3,1,61,6,0.176462389334044,0.4972937514650973,0.17266419212910517,0.7454034586760769,212,10,0,0
R2L,udp,other,SF,8.073692798572909,73,9,3,2,0.07855341081236172,0.21843811601626797,0.36648205507390574,0.3452195094211853,8,11,3,1
DoS,tcp,private,S0,1.090754810232246,15,4,178,200,0.9045419452687407,0.16445387807263678,0.9880721912669251,0.011269535489260466,258,258,0,0
normal,tcp,ftp,SF,0.5007884871909027,977,446,8,6,0.0401439394655508,0.007858383339469244,0.9211750721812249,0.07086948294961494,20,18,0,1
DoS,tcp,http,SF,0.059069573711030186,53,2,233,178,1.0,0.11242524445085464,0.9367330342895578,0.01100353741927276,226,248,0,0
normal,udp,other,SF,2.054721853052589,1197,699,9,3,0.0,0.0,0.8300734440360418,0.0,19,29,0,1
normal,tcp,private,S0,2.003108627968729,267,2445,8,7,0.051912379914786186,0.025921941275153453,0.971987084918261,0.023287364535861357,25,15,0,1
normal,udp,dns,RSTR,28.292103230778316,114,236,9,10,0.014921921080842837,0.03338398987487042,0.9286212128586314,0.06445497435250094,15,14,0,1
R2L,udp,dns,SH,9.997121217358867,74,59,3,5,0.1690655444376271,0.08932777098356115,0.4188199547963122,0.18498231734150808,8,10,5,1
DoS,udp,dns,SF,0.8797971030585998,4,3,225,221,0.9398141156100194,0.17058003136149977,1.0,0.0363338202332346,265,230,0,0
DoS,tcp,dns,SF,0.0007075918688693184,34,3,201,200,0.9114818421714174,0.14112154230452223,0.9378499204446741,0.0,250,234,0,0
Probe,tcp,ssh,SF,0.2781579217846483,4,4,46,4,0.09226173436219762,0.4752188341004323,0.007525954006547181,0.9207462681469323,197,16,0,0
Probe,tcp,http,S0,0.4505869800619917,9,2,58,6,0.21375167485452817,0.6183547362532902,0.12600477675000998,0.683117204955986,221,9,0,0
DoS,tcp,dns,SF,0.13576848576162134,27,2,204,196,0.9182687391100945,0.07022865322415903,1.0,0.009759118969962382,251,264,0,0
normal,tcp,dns,SF,2.9394925523989794,1488,6700,5,5,0.0,0.0,0.8798534634952601,0.07901202332442168,20,18,0,1
U2R,tcp,smtp,S0,9.47748021624587,13,557,1,1,0.12993572041330975,0.08555355563307421,0.5548436697876358,0.1968380195605058,4,4,0,1
normal,tcp,other,SF,11.372974822683105,171,492,16,7,0.0,0.005791258138402004,0.8981541242515783,0.010847238467543235,23,24,0,1
DoS,udp,http,SF,2.7244453655905834,23,3,204,197,0.9346734469254666,0.0,1.0,0.006271720949803503,249,233,0,0
